id_patrulheiro,nivel,tempo_jogo_horas,medalhas_pt,raca,quest_sucess,ki_maximo,stamina_maxima,mentor_atual
PT-0352,87.0,212.8,444.0,,52.89,81.0,72.0,yamcha
PT-0353,-1.0,144.5,230.0,Saiyan,32.21,57.0,44.0, nappa 
PT-0354,86.0,194.1,219.0,Human,47.85,108.0,62.0,majin buu
PT-0355,91.0,242.1,676.0,Majin   ,58.94,136.0,93.0,hercule
PT-0356,75.0,108.1,170.0,Frieza,43.08,63.0,101.0,hercule
PT-0357,75.0,248.5,1150.0,Saiyan   ,52.08,95.0,26.0,gohan (future)
PT-0358,75.0,231.9,,Human,63.83,97.0,65.0,gotenks
PT-0359,53.0,185.1,480.0,Saiyan,42.56,87.0,76.0,gohan (future)
PT-0360,67.0,161.5,265.0,Majin,35.17,15.0,103.0,android 18
PT-0361,67.0,176.3,779.0,Frieza,40.03,47.0,76.0,raditz
PT-0362,78.0,257.7,-487.0,Frieza,48.92,38.0,94.0,cooler 
PT-0363,90.0,171.4,326.0,,53.18,103.0,43.0,  piccolo
PT-0364,49.0,103.2,556.0,Saiyan,40.82,33.0,28.0,tien
PT-0365,67.0,177.4,180.0,Majin,49.3,64.0,74.0,gohan (kid)
PT-0366,100.0,207.4,185.0, Human,73.84,62.0,120.0,nappa
PT-0367,55.0,100.8,252.0,Frieza,41.97,58.0,78.0,cell
PT-0368,54.0,53.7,608.0,Saiyan,32.38,28.0,34.0,nappa
PT-0369,74.0,180.5,492.0,Namekian,58.83,120.0,72.0,krillin
PT-0370,87.0,178.1,925.0,  Human   ,64.9,119.0,151.0, whis
PT-0371,70.0,146.0,284.0, Saiyan ,49.86,92.0,101.0,cooler
PT-0372,97.0,144.9,696.0,Saiyan,56.83,96.0,91.0,piccolo
PT-0373,87.0,217.5,460.0,Majin,59.78,18.0,50.0,raditz
PT-0374,87.0,272.7,280.0,Saiyan,53.11,81.0,62.0,yamcha
PT-0375,81.0,172.5,621.0,Majin,35.95,64.0,87.0,beerus 
PT-0376,117.0,318.2,474.0,Human,71.31,133.0,123.0,   raditz 
PT-0377,66.0,213.7,338.0,Human ,53.54,108.0,99.0,jaco
PT-0378,30.0,96.1,505.0,,43.53,67.0,67.0,raditz
PT-0379,102.0,294.2,456.0,Frieza,54.95,162.0,87.0,gohan (adult) and videl
PT-0380,61.0,170.7,449.0,Majin,46.21,56.0,,krillin
PT-0381,72.0,207.5,385.0,Majin,50.78,63.0,162.0,dodoria
PT-0382,,122.5,225.0,Majin,59.08,148.0,75.0,vegeta
PT-0383,38.0,68.2,515.0,Human,36.12,67.0,5.0,nappa
PT-0384,45.0,175.0,-495.0, Frieza   ,38.3,56.0,0.0,bojack 
PT-0385,38.0,117.6,267.0,Human,36.89,134.0,42.0,lord slug
PT-0386,54.0,190.5,426.0,Human,47.53,96.0,105.0,raditz
PT-0387,79.0,287.5,765.0,Saiyan,61.36,86.0,62.0,   majin buu
PT-0388,80.0,152.5,551.0,Saiyan,45.95,67.0,145.0,yamcha
PT-0389,76.0,233.4,358.0,Majin,49.02,144.0,83.0,pan
PT-0390,42.0,92.9,350.0,Saiyan,33.42,72.0,104.0,zarbon
PT-0391,24.0,60.1,722.0,  Majin,25.07,50.0,16.0,piccolo
PT-0392,71.0,122.1,117.0,Frieza,35.47,114.0,50.0,gohan (kid)   
PT-0393,61.0,106.1,,Saiyan,44.59,114.0,76.0,yamcha
PT-0394,79.0,233.4,160.0,Saiyan,55.43,115.0,105.0,pan
PT-0395,84.0,260.8,211.0,Human,52.36,133.0,82.0,gohan (kid)
PT-0396,73.0,192.4,362.0,Saiyan,49.13,106.0,93.0,yamcha
PT-0397,85.0,182.9,1812.0,Majin,57.35,120.0,113.0,gohan (adult) and videl
PT-0398,250.0,197.5,1348.0,Human,61.29,61.0,26.0,piccolo
PT-0399,81.0,276.3,753.0,Human,49.04,167.0,73.0,tien
PT-0400,56.0,126.7,610.0,Human,33.03,25.0,48.0,android 16
PT-0401,66.0,173.3,161.0,Human,45.68,95.0,57.0,krillin
PT-0402,250.0,196.3,541.0,Saiyan,64.67,36.0,98.0,gotenks
PT-0403,86.0,221.0,354.0,,45.11,95.0,70.0,frieza  
PT-0404,62.0,164.0,302.0,Saiyan,50.0,57.0,0.0,   raditz 
PT-0405,80.0,185.4,541.0,Namekian,61.26,99.0,77.0,dodoria
PT-0406,65.0,178.2,,   Saiyan,27.08,96.0,33.0,raditz
PT-0407,68.0,201.3,830.0,Saiyan  ,50.48,46.0,97.0,captain ginyu  
PT-0408,87.0,265.2,154.0,Saiyan,59.63,98.0,123.0, frieza
PT-0409,30.0,84.5,515.0,Saiyan,29.86,110.0,0.0,hercule
PT-0410,44.0,84.5,,Saiyan,32.43,,30.0,dodoria
PT-0411,40.0,135.3,385.0,Majin,31.27,28.0,72.0,hercule
PT-0412,23.0,73.5,592.0,Saiyan,26.57,,0.0,tien   
PT-0413,56.0,143.4,252.0,Human,39.98,78.0,101.0,whis
PT-0414,85.0,233.8,544.0,Saiyan,50.07,104.0,131.0,piccolo
PT-0415,64.0,201.3,434.0,Human,42.84,122.0,68.0,gotenks
PT-0416,74.0,199.0,332.0,Saiyan,59.13,57.0,51.0,dodoria
PT-0417,92.0,260.5,372.0, Majin,47.08,83.0,2.0,tien
PT-0418,,203.8,449.0,Frieza,44.81,82.0,,  nappa   
PT-0419,69.0,177.6,311.0,Saiyan,57.25,71.0,158.0,whis
PT-0420,97.0,256.1,495.0,Frieza,57.26,161.0,170.0,gotenks
PT-0421,72.0,118.0,417.0,   Saiyan,45.69,20.0,73.0,lord slug
PT-0422,53.0,170.4,341.0,Human,40.31,25.0,23.0,   vegeta
PT-0423,58.0,163.5,1279.0,Majin,44.87,22.0,104.0,cooler 
PT-0424,40.0,58.1,632.0,Saiyan,31.81,118.0,53.0,raditz
PT-0425,52.0,194.0,,  Saiyan,44.85,47.0,86.0,android 16   
PT-0426,63.0,176.2,538.0,Saiyan,37.5,67.0,86.0,raditz
PT-0427,86.0,282.8,266.0,,51.99,34.0,94.0,gotenks  
PT-0428,104.0,234.7,379.0,Saiyan,43.88,103.0,144.0,cell
PT-0429,42.0,146.9,407.0,   Namekian,46.18,98.0,102.0,vegeta
PT-0430,78.0,192.6,233.0,Saiyan,49.79,103.0,64.0,android 16
PT-0431,49.0,146.6,622.0,Frieza,44.96,65.0,27.0,nappa
PT-0432,79.0,106.0,364.0,Saiyan,55.41,31.0,0.0,yamcha  
PT-0433,67.0,203.0,398.0,Human,51.2,70.0,63.0,raditz
PT-0434,33.0,124.6,350.0,Saiyan,33.14,62.0,9.0,gohan (kid)
PT-0435,,230.6,2909.0,Saiyan,58.71,62.0,109.0,raditz
PT-0436,58.0,145.1,331.0,Saiyan,35.51,103.0,57.0,android 16
PT-0437,59.0,176.2,142.0,Human   ,34.23,113.0,62.0,lord slug
PT-0438,49.0,135.1,189.0,Saiyan,38.79,48.0,97.0,   dodoria  
PT-0439,57.0,142.9,777.0,Human,37.36,105.0,86.0,hit
PT-0440,79.0,255.0,1099.0,Frieza,63.0,89.0,81.0,beerus
PT-0441,66.0,178.2,327.0,Saiyan,49.4,129.0,144.0,  tien
PT-0442,77.0,291.8,1061.0,  Saiyan,45.07,173.0,113.0,dodoria
PT-0443,77.0,274.4,769.0,Saiyan,48.63,48.0,67.0,whis
PT-0444,96.0,352.2,440.0,Saiyan,59.46,138.0,82.0,raditz
PT-0445,63.0,182.9,421.0,Human,44.66,,106.0,vegeta
PT-0446,40.0,110.6,549.0,  Majin,38.17,23.0,66.0, jaco  
PT-0447,91.0,157.9,834.0,Saiyan,56.95,80.0,49.0,hercule
PT-0448,63.0,165.1,625.0,Saiyan,34.07,57.0,110.0,gotenks
PT-0449,92.0,252.2,328.0,Human,39.59,98.0,145.0,broly  
PT-0450,78.0,208.5,-391.0,Saiyan,48.21,78.0,132.0,piccolo
PT-0451,67.0,221.7,1618.0,Human,51.28,76.0,139.0,cell
PT-0452,77.0,131.5,,Frieza,47.9,125.0,167.0,gohan (adult) and videl
PT-0453,0.0,240.7,830.0,Saiyan,73.49,41.0,175.0,raditz
PT-0454,112.0,267.9,681.0,,64.42,81.0,122.0,krillin
PT-0455,71.0,178.8,581.0,,59.26,114.0,71.0,piccolo
PT-0456,73.0,107.8,526.0,Human,58.42,111.0,8.0,lord slug
PT-0457,92.0,173.9,844.0,Majin,65.21,61.0,,cell
PT-0458,53.0,199.4,,Majin,31.57,95.0,88.0,beerus
PT-0459,77.0,212.4,-359.0,Human,50.94,145.0,86.0,gohan (kid)
PT-0460,69.0,87.6,325.0,Human,57.38,83.0,3.0,android 18
PT-0461,76.0,108.5,621.0,,52.58,50.0,72.0,krillin
PT-0462,53.0,136.0,473.0,Human,45.63,107.0,93.0,   pan   
PT-0463,38.0,68.4,410.0,Human,24.1,129.0,16.0,frieza
PT-0464,29.0,63.4,2458.0,Saiyan,46.95,18.0,57.0,majin buu
PT-0465,48.0,154.1,196.0,   Namekian  ,32.87,70.0,81.0,gohan (kid)
PT-0466,61.0,119.2,876.0,,28.44,122.0,117.0,tien
PT-0467,64.0,200.5,294.0,Saiyan,42.79,86.0,143.0,tien
PT-0468,109.0,193.4,533.0,Saiyan,44.02,47.0,91.0,   gohan (adult) and videl 
PT-0469,92.0,211.4,2301.0,,48.12,121.0,102.0,yamcha
PT-0470,51.0,148.2,,Human,60.87,32.0,74.0,gotenks
PT-0471,77.0,183.9,319.0,Saiyan,47.76,41.0,110.0,raditz
PT-0472,62.0,213.7,488.0,Human,33.38,10.0,95.0,frieza
PT-0473,64.0,141.1,296.0,Human,45.8,129.0,132.0,raditz
PT-0474,74.0,145.5,838.0,Saiyan   ,42.42,56.0,0.0,krillin
PT-0475,82.0,200.6,358.0,Saiyan,59.72,109.0,104.0,frieza  
PT-0476,63.0,134.3,730.0,Human,38.08,104.0,94.0,vegeta
PT-0477,91.0,315.4,222.0,   Majin,58.57,109.0,84.0,zarbon
PT-0478,47.0,93.8,,Saiyan,29.62,79.0,0.0,cooler
PT-0479,70.0,217.8,429.0,Saiyan,68.79,101.0,77.0,gohan (kid)
PT-0480,122.0,390.0,192.0,Saiyan,72.83,133.0,87.0,frieza
PT-0481,74.0,175.9,1225.0,Saiyan,48.44,59.0,149.0,android 16
PT-0482,99.0,206.9,197.0,Saiyan,57.26,75.0,114.0,tien  
PT-0483,72.0,209.1,264.0,Frieza ,44.37,83.0,49.0,nappa
PT-0484,,172.1,632.0,Saiyan,46.71,91.0,5.0,tien
PT-0485,69.0,198.7,347.0,Saiyan,41.29,102.0,102.0,krillin
PT-0486,67.0,162.5,,Namekian,60.23,128.0,105.0,krillin
PT-0487,54.0,157.0,1676.0,Human,37.18,87.0,59.0,cooler
PT-0488,79.0,201.7,270.0,Saiyan,34.56,61.0,109.0,tien
PT-0489,53.0,154.4,5163.0,Human,31.87,0.0,53.0,turles
PT-0490,250.0,240.4,435.0,Frieza,60.62,66.0,131.0,majin buu
PT-0491,92.0,259.1,755.0,   Saiyan ,54.78,50.0,134.0, krillin  
PT-0492,77.0,253.4,650.0,Saiyan,49.73,62.0,18.0,frieza
PT-0493,64.0,119.1,300.0,Namekian,54.96,91.0,19.0,krillin
PT-0494,79.0,281.9,405.0,Majin,45.38,97.0,167.0,tien
PT-0495,64.0,159.9,430.0,Frieza,50.66,156.0,112.0,hit
PT-0496,89.0,289.8,772.0,Saiyan   ,50.26,121.0,42.0,dodoria
PT-0497,33.0,80.6,244.0,Frieza,37.81,133.0,0.0,krillin
PT-0498,63.0,222.3,1654.0,Saiyan,42.07,109.0,82.0,turles
PT-0499,30.0,77.9,312.0,Majin,30.07,97.0,5.0,whis
PT-0500,40.0,104.0,490.0,   Namekian ,42.56,48.0,45.0,frieza
PT-0501,97.0,191.4,246.0,Saiyan,64.78,65.0,96.0,cell
PT-0502,88.0,182.1,226.0, Saiyan,53.88,82.0,88.0,hercule
PT-0503,56.0,120.4,292.0,Human,38.63,74.0,114.0,lord slug
PT-0504,40.0,88.7,275.0,Namekian,48.79,37.0,131.0,dodoria
PT-0505,11.0,22.0,384.0,Saiyan,29.11,0.0,19.0,gotenks
PT-0506,59.0,208.3,274.0,   Namekian,40.47,94.0,26.0,captain ginyu
PT-0507,118.0,242.7,748.0,   Saiyan,61.98,84.0,128.0,raditz
PT-0508,79.0,239.3,308.0, Saiyan  ,59.8,32.0,151.0,krillin
PT-0509,,110.7,288.0,Saiyan,44.52,32.0,55.0,  nappa
PT-0510,79.0,255.9,,Frieza,50.29,84.0,119.0,tien
PT-0511,39.0,132.0,894.0,   Saiyan,36.52,22.0,24.0,tien
PT-0512,64.0,168.7,561.0,Human   ,48.3,72.0,76.0,dodoria
PT-0513,72.0,221.2,464.0,Saiyan,48.35,,34.0,jaco
PT-0514,68.0,229.0,209.0,Frieza ,56.83,107.0,78.0,tien
PT-0515,-1.0,285.3,248.0,Majin,64.47,72.0,86.0,gohan (kid)
PT-0516,77.0,174.3,229.0,Saiyan,55.06,39.0,108.0,gotenks
PT-0517,83.0,205.4,1079.0,Saiyan,64.2,73.0,159.0,vegeta
PT-0518,56.0,197.1,677.0,Saiyan,42.47,101.0,54.0,majin buu
PT-0519,88.0,207.8,294.0,Saiyan,60.72,136.0,12.0,frieza
PT-0520,103.0,320.0,351.0,  Majin,69.24,127.0,94.0,cooler
PT-0521,51.0,103.2,300.0,Human,48.55,119.0,78.0,  yamcha   
PT-0522,52.0,183.8,290.0,Saiyan,48.13,141.0,74.0,nappa
PT-0523,97.0,174.3,649.0,Majin,63.85,88.0,92.0,android 18
PT-0524,66.0,109.6,415.0,Human,62.06,142.0,136.0,krillin
PT-0525,98.0,337.7,-65.0,,54.88,98.0,104.0,piccolo
PT-0526,61.0,202.5,1043.0,Saiyan,43.16,120.0,69.0,vegeta
PT-0527,99.0,323.0,1081.0,Saiyan,57.88,138.0,68.0,  android 16
PT-0528,73.0,238.4,737.0,Human,46.26,9.0,11.0, captain ginyu
PT-0529,75.0,180.2,382.0,   Saiyan ,34.09,51.0,96.0,   lord slug 
PT-0530,101.0,213.4,705.0,Human,71.4,62.0,111.0,lord slug
PT-0531,63.0,105.3,400.0,,36.99,9.0,32.0,krillin
PT-0532,51.0,141.2,,  Human   ,41.76,106.0,64.0,beerus
PT-0533,61.0,137.7,628.0,Saiyan,33.03,162.0,67.0,gotenks
PT-0534,79.0,280.9,577.0,Human,56.57,83.0,60.0,gohan (kid)
PT-0535,39.0,54.7,532.0,Saiyan,29.32,95.0,26.0,dodoria
PT-0536,83.0,159.6,1400.0,Saiyan,44.11,156.0,104.0,gohan (kid)
PT-0537,250.0,118.8,208.0,Saiyan,45.15,86.0,62.0,beerus
PT-0538,,158.0,1485.0,Human,51.59,103.0,71.0,vegeta
PT-0539,22.0,53.0,441.0,Majin,24.21,38.0,11.0,vegeta
PT-0540,54.0,154.0,212.0,Saiyan,42.97,95.0,63.0,whis
PT-0541,36.0,116.5,314.0,Majin,40.8,94.0,92.0,cooler
PT-0542,53.0,166.6,,Human,34.65,,75.0,yamcha
PT-0543,75.0,256.7,729.0,Human,42.07,107.0,73.0,android 18
PT-0544,66.0,182.3,264.0,   Human ,46.59,81.0,89.0,hercule
PT-0545,65.0,190.2,,,50.31,18.0,130.0,nappa
PT-0546,67.0,134.4,973.0,Majin,58.5,120.0,97.0,captain ginyu
PT-0547,74.0,108.6,329.0,   Majin,41.03,38.0,92.0,android 18
PT-0548,50.0,94.0,,Majin,37.46,95.0,91.0,captain ginyu
PT-0549,84.0,287.3,225.0,Saiyan,63.01,127.0,82.0,nenhum
PT-0550,83.0,196.1,390.0,Human,68.98,51.0,95.0,captain ginyu
PT-0551,78.0,152.1,2309.0,Saiyan,43.26,68.0,65.0,android 18
PT-0552,81.0,190.8,786.0,  Human,46.49,180.0,25.0,hercule
PT-0553,76.0,237.8,420.0,Saiyan,53.45,88.0,97.0,yamcha
PT-0554,111.0,305.0,341.0,Saiyan,59.78,70.0,122.0,krillin
PT-0555,68.0,173.1,480.0,   Human  ,41.13,116.0,66.0,gohan (future)
PT-0556,64.0,235.2,533.0,Namekian,47.56,50.0,116.0,lord slug
PT-0557,,166.4,383.0,Saiyan,54.4,0.0,40.0,vegeta
PT-0558,49.0,128.1,677.0,Human,29.12,90.0,0.0,  krillin   
PT-0559,45.0,83.6,278.0,Human,49.99,29.0,34.0,piccolo
PT-0560,52.0,88.6,277.0,Frieza,36.2,84.0,5.0,krillin  
PT-0561,69.0,225.2,615.0,Human,50.37,53.0,92.0,vegeta
PT-0562,77.0,196.2,244.0, Saiyan,63.53,120.0,54.0,frieza
PT-0563,71.0,180.7,763.0,Saiyan,51.0,94.0,119.0,yamcha
PT-0564,55.0,141.0,489.0,Human,39.62,0.0,107.0,android 18
PT-0565,88.0,126.5,165.0,   Saiyan   ,60.95,116.0,55.0,goku
PT-0566,85.0,266.6,526.0,Frieza,52.61,86.0,57.0,bojack
PT-0567,67.0,131.3,179.0,Frieza  ,50.97,140.0,98.0,gotenks
PT-0568,57.0,147.6,747.0,Frieza  ,41.16,91.0,,zarbon
PT-0569,81.0,207.5,424.0,Saiyan,59.29,125.0,6.0,frieza
PT-0570,74.0,165.0,1496.0,Majin,38.45,61.0,93.0, captain ginyu   
PT-0571,41.0,70.7,937.0,,28.29,31.0,0.0,yamcha
PT-0572,69.0,249.5,261.0,  Saiyan,36.33,84.0,56.0,turles  
PT-0573,75.0,157.7,147.0,Saiyan,49.55,76.0,126.0,android 16
PT-0574,52.0,105.1,313.0,Saiyan ,28.56,125.0,187.0,android 18
PT-0575,74.0,264.9,237.0,Saiyan,44.07,83.0,72.0,raditz
PT-0576,41.0,101.6,1474.0,   Frieza  ,27.54,14.0,9.0,yamcha
PT-0577,97.0,223.5,, Namekian,70.64,74.0,77.0,broly
PT-0578,95.0,204.0,863.0,,50.07,145.0,99.0,piccolo
PT-0579,65.0,200.8,415.0,Human,35.71,75.0,49.0,   tien   
PT-0580,77.0,162.9,,Saiyan,52.79,83.0,47.0,android 18
PT-0581,22.0,32.5,483.0,Saiyan,42.29,90.0,28.0,cell
PT-0582,47.0,105.5,957.0,Saiyan,37.87,31.0,79.0,yamcha
PT-0583,,112.2,594.0,Human,45.29,0.0,68.0,piccolo
PT-0584,49.0,94.3,261.0,Human,49.93,35.0,29.0,hercule
PT-0585,84.0,146.1,1304.0,Namekian  ,60.63,107.0,62.0,pan
PT-0586,110.0,197.8,413.0,Namekian,67.4,108.0,90.0,dodoria
PT-0587,,78.5,375.0,Saiyan,33.74,4.0,22.0,hercule
PT-0588,53.0,150.9,90.0,Majin,44.85,113.0,39.0,nappa
PT-0589,75.0,103.9,721.0,Saiyan,39.11,97.0,108.0,cell
PT-0590,102.0,183.1,524.0,Saiyan,55.81,127.0,92.0,frieza
PT-0591,46.0,158.8,523.0,Human   ,49.85,84.0,0.0,gotenks
PT-0592,75.0,249.3,387.0,Saiyan,60.42,38.0,123.0,hercule
PT-0593,106.0,319.0,,Saiyan,65.9,127.0,121.0, gohan (kid)
PT-0594,37.0,84.6,395.0,Saiyan,20.0,96.0,1.0,yamcha
PT-0595,44.0,119.0,651.0,Saiyan,27.93,,46.0,gohan (adult) and videl
PT-0596,62.0,128.3,723.0,Frieza,39.36,108.0,42.0,krillin
PT-0597,60.0,108.6,429.0,Saiyan,42.63,99.0,99.0,android 16
PT-0598,86.0,210.8,871.0,Human,44.4,29.0,75.0,dodoria
PT-0599,-5.0,212.7,470.0,Frieza,48.03,89.0,80.0,tien
PT-0600,35.0,83.3,364.0,Human,48.14,,47.0,cell
PT-0601,80.0,236.8,,Saiyan,55.21,145.0,27.0,dodoria
PT-0602,58.0,86.2,218.0,Frieza ,44.95,122.0,127.0,turles
PT-0603,95.0,203.9,567.0, Saiyan   ,49.86,68.0,123.0,piccolo
PT-0604,57.0,171.0,,Saiyan,29.69,74.0,40.0,krillin  
PT-0605,57.0,202.9,266.0,,32.97,86.0,78.0,yamcha
PT-0606,81.0,197.2,147.0,Saiyan,38.96,131.0,126.0,gohan (kid)
PT-0607,85.0,202.9,,Majin,54.6,31.0,92.0,android 16
PT-0608,79.0,183.6,1294.0, Saiyan  ,54.67,5.0,148.0,nappa 
PT-0609,36.0,40.3,459.0, Human,26.68,60.0,172.0,yamcha
PT-0610,81.0,223.9,725.0,Majin,53.58,0.0,82.0,bardock
PT-0611,49.0,86.7,,,51.35,76.0,41.0,tien
PT-0612,,171.6,628.0,Saiyan,65.66,114.0,43.0,nappa
PT-0613,42.0,80.5,311.0,Saiyan,42.96,113.0,0.0,broly
PT-0614,79.0,157.4,338.0,,50.2,,135.0,android 16
PT-0615,54.0,101.4,,Human,47.5,80.0,54.0,nappa
PT-0616,300.0,112.4,337.0,Saiyan,48.41,91.0,96.0,gohan (future)
PT-0617,84.0,279.5,353.0,Saiyan,37.54,50.0,132.0, captain ginyu
PT-0618,75.0,204.2,890.0,Majin,61.86,127.0,39.0,krillin
PT-0619,58.0,130.8,912.0,Human,38.84,87.0,33.0, krillin  
PT-0620,99.0,181.5,183.0,Human,55.32,85.0,169.0,jaco 
PT-0621,61.0,122.2,302.0,  Namekian ,41.56,,70.0, gohan (kid)  
PT-0622,71.0,105.2,373.0,Saiyan,50.96,81.0,53.0, gohan (adult) and videl 
PT-0623,75.0,194.0,706.0,Saiyan,41.11,121.0,41.0,krillin
PT-0624,58.0,157.9,978.0,Human,40.92,62.0,,yamcha
PT-0625,79.0,181.6,2493.0,  Namekian,55.8,102.0,146.0,turles
PT-0626,59.0,121.9,373.0,Saiyan,45.35,52.0,99.0,bojack
PT-0627,,89.0,384.0,Human,47.85,42.0,81.0,krillin
PT-0628,97.0,151.3,,Saiyan   ,56.21,114.0,161.0,piccolo
PT-0629,49.0,125.1,327.0,   Saiyan   ,45.15,33.0,120.0,lord slug
PT-0630,22.0,68.3,453.0,Frieza,37.25,80.0,59.0,captain ginyu
PT-0631,102.0,196.0,384.0,Saiyan,68.77,135.0,200.0,vegeta
PT-0632,121.0,317.9,102.0,Saiyan,71.82,96.0,105.0,piccolo  
PT-0633,62.0,177.7,531.0,Majin,52.31,88.0,117.0,jaco
PT-0634,31.0,24.2,442.0,Saiyan,39.37,24.0,,piccolo
PT-0635,64.0,122.5,1057.0,Saiyan,67.01,17.0,111.0,raditz
PT-0636,64.0,131.6,494.0,Majin,55.34,57.0,65.0,nappa
PT-0637,66.0,206.4,,Saiyan,45.69,81.0,95.0,yamcha
PT-0638,48.0,123.0,422.0,Human,31.91,89.0,159.0,frieza
PT-0639,82.0,261.0,141.0,Saiyan,50.71,102.0,125.0,nappa
PT-0640,80.0,243.7,238.0,Saiyan,49.35,130.0,105.0,cooler
PT-0641,40.0,115.1,721.0,Human,40.09,23.0,27.0,vegeta
PT-0642,84.0,274.1,425.0,Saiyan,48.0,82.0,96.0,yamcha
PT-0643,111.0,323.4,857.0,Namekian,73.94,185.0,67.0,broly
PT-0644,73.0,252.7,151.0,   Frieza   ,38.08,,117.0,captain ginyu
PT-0645,63.0,221.7,426.0,Namekian,32.14,62.0,109.0,  nappa
PT-0646,67.0,181.1,370.0,Saiyan ,45.72,41.0,70.0,krillin
PT-0647,82.0,247.6,874.0,Saiyan,46.06,88.0,154.0,cooler
PT-0648,250.0,116.8,738.0, Namekian,23.93,41.0,115.0,hercule
PT-0649,250.0,187.7,724.0,Human,44.1,112.0,87.0,android 16
PT-0650,62.0,145.8,1242.0,Majin,38.71,90.0,96.0,hercule
PT-0651,107.0,246.7,395.0,Namekian,62.88,63.0,81.0,yamcha
PT-0652,67.0,221.9,1098.0,Saiyan,41.84,60.0,66.0,  gohan (future)
PT-0653,103.0,214.1,263.0,Saiyan,56.89,112.0,59.0,piccolo
PT-0654,48.0,144.0,258.0,Human,39.16,98.0,44.0,raditz
PT-0655,82.0,256.5,774.0,Human,60.91,193.0,83.0, captain ginyu
PT-0656,76.0,266.4,200.0,Saiyan,62.17,119.0,17.0,krillin
PT-0657,53.0,103.8,695.0,Human,42.38,32.0,90.0,zarbon
PT-0658,74.0,210.5,524.0,Majin,51.4,85.0,123.0, piccolo  
PT-0659,94.0,296.0,937.0, Saiyan   ,56.13,112.0,95.0,majin buu
PT-0660,64.0,220.1,475.0,Saiyan   ,49.45,60.0,0.0,majin buu
PT-0661,36.0,109.6,510.0,Majin,37.52,78.0,45.0,android 18
PT-0662,70.0,185.9,669.0,Majin,58.61,0.0,23.0,  zarbon
PT-0663,52.0,144.0,331.0,Frieza,25.69,94.0,42.0,gohan (kid)
PT-0664,63.0,141.4,323.0,Saiyan ,43.32,61.0,132.0,gotenks
PT-0665,0.0,246.4,655.0,Namekian,49.91,80.0,0.0,captain ginyu
PT-0666,36.0,90.6,484.0,Majin,34.19,117.0,23.0,captain ginyu
PT-0667,38.0,102.9,386.0,Majin,27.69,10.0,90.0,yamcha
PT-0668,80.0,239.5,469.0,Saiyan,41.61,105.0,58.0,piccolo
PT-0669,60.0,139.4,1283.0,Saiyan,50.45,110.0,41.0,nappa
PT-0670,19.0,34.4,378.0,Human,21.54,52.0,125.0,cell
PT-0671,86.0,146.4,371.0,,40.36,34.0,105.0,gotenks
PT-0672,75.0,260.0,,Saiyan,56.85,144.0,120.0,bojack
PT-0673,56.0,154.5,480.0,Frieza,46.07,66.0,89.0,zarbon
PT-0674,44.0,69.3,,Saiyan,36.67,44.0,67.0,zarbon
PT-0675,87.0,264.9,814.0,Frieza,47.48,87.0,141.0,majin buu
PT-0676,77.0,157.4,526.0,Human,49.89,76.0,160.0,nappa
PT-0677,,394.6,874.0,Namekian,76.92,77.0,45.0,frieza
PT-0678,78.0,145.1,764.0,Saiyan,38.28,99.0,83.0,android 16
PT-0679,78.0,146.1,961.0,Human,38.69,69.0,83.0,raditz
PT-0680,67.0,111.0,889.0,Human,41.78,110.0,60.0,gohan (kid)
PT-0681,86.0,226.3,1264.0,Frieza,54.19,120.0,129.0,nappa
PT-0682,83.0,189.9,,,49.23,161.0,98.0,cooler
PT-0683,95.0,247.8,222.0,,63.14,98.0,174.0,gohan (kid)
PT-0684,60.0,129.5,734.0,Frieza,52.71,46.0,116.0,piccolo
PT-0685,61.0,132.5,787.0,Saiyan,46.63,20.0,127.0,yamcha
PT-0686,60.0,122.4,1264.0,Human,48.48,166.0,24.0,gohan (adult) and videl
PT-0687,86.0,202.1,, Saiyan,56.58,125.0,58.0,broly
PT-0688,100.0,344.3,1583.0,Saiyan,60.08,82.0,71.0,beerus
PT-0689,61.0,112.9,715.0,   Human ,34.05,147.0,126.0,gohan (adult) and videl
PT-0690,62.0,215.0,565.0, Human   ,36.58,134.0,35.0,yamcha
PT-0691,76.0,180.3,215.0,Human,39.59,37.0,46.0,tien
PT-0692,65.0,100.1,593.0,Human,44.81,52.0,31.0,captain ginyu
PT-0693,89.0,175.7,354.0,Majin,57.46,96.0,200.0,captain ginyu
PT-0694,25.0,24.1,559.0,Frieza,20.0,7.0,42.0,lord slug
PT-0695,53.0,184.5,509.0,,41.78,69.0,88.0,raditz
PT-0696,54.0,142.2,,Saiyan,34.6,102.0,22.0,pan
PT-0697,24.0,41.6,465.0,  Saiyan   ,21.05,0.0,85.0,gohan (kid)
PT-0698,51.0,142.3,864.0,Majin ,35.4,83.0,0.0,cooler
PT-0699,52.0,151.2,96.0,Saiyan,31.84,118.0,27.0,turles
PT-0700,66.0,219.3,552.0,Human,51.25,99.0,47.0,captain ginyu
PT-0701,92.0,306.9,,Saiyan,55.46,101.0,103.0,majin buu
PT-0702,65.0,176.2,1513.0,Human,52.52,55.0,44.0, majin buu   
PT-0703,49.0,158.7,764.0,Namekian,36.05,102.0,,hercule  
PT-0704,69.0,207.5,1354.0,Human,44.35,,98.0,gohan (adult) and videl
PT-0705,91.0,219.1,,Human,71.39,113.0,66.0,vegeta
