id_patrulheiro,nivel,tempo_jogo_horas,medalhas_pt,raca,quest_sucess,ki_maximo,stamina_maxima,mentor_atual
PT-0440,79,255.0,1099,Frieza,63.0,89,81,beerus
PT-0441,66,178.2,327,Saiyan,49.4,129,144,tien
PT-0442,77,291.8,1061,Saiyan,45.07,173,113,dodoria
PT-0443,77,274.4,769,Saiyan,48.63,48,67,whis
PT-0444,96,352.2,440,Saiyan,59.46,138,82,raditz
PT-0445,63,182.9,421,Human,44.66,133,106,vegeta
PT-0446,40,110.6,549,Majin,38.17,23,66,jaco
PT-0447,91,157.9,834,Saiyan,56.95,80,49,hercule
PT-0448,63,165.1,625,Saiyan,34.07,57,110,gotenks
PT-0449,92,252.2,328,Human,39.59,98,145,broly
PT-0450,78,208.5,444,Saiyan,48.21,78,132,piccolo
PT-0451,67,221.7,1618,Human,51.28,76,139,cell
PT-0452,77,131.5,573,Frieza,47.9,125,167,gohan (adult) and videl
PT-0453,109,240.7,830,Saiyan,73.49,41,175,raditz
PT-0454,112,267.9,681,Human,64.42,81,122,krillin
PT-0455,71,178.8,581,Majin,59.26,114,71,piccolo
PT-0456,73,107.8,526,Human,58.42,111,8,lord slug
PT-0457,92,173.9,844,Majin,65.21,61,95,cell
PT-0458,53,199.4,758,Majin,31.57,95,88,beerus
PT-0459,77,212.4,577,Human,50.94,145,86,gohan (kid)
PT-0460,69,87.6,325,Human,57.38,83,3,android 18
PT-0461,76,108.5,621,Majin,52.58,50,72,krillin
PT-0462,53,136.0,473,Human,45.63,107,93,pan
PT-0463,38,68.4,410,Human,24.1,129,16,frieza
PT-0464,29,63.4,2458,Saiyan,46.95,18,57,majin buu
PT-0465,48,154.1,196,Namekian,32.87,70,81,gohan (kid)
PT-0466,61,119.2,876,Saiyan,28.44,122,117,tien
PT-0467,64,200.5,294,Saiyan,42.79,86,143,tien
PT-0468,109,193.4,533,Saiyan,44.02,47,91,gohan (adult) and videl
PT-0469,92,211.4,2301,Saiyan,48.12,121,102,yamcha
PT-0470,51,148.2,277,Human,60.87,32,74,gotenks
PT-0471,77,183.9,319,Saiyan,47.76,41,110,raditz
PT-0472,62,213.7,488,Human,33.38,10,95,frieza
PT-0473,64,141.1,296,Human,45.8,129,132,raditz
PT-0474,74,145.5,838,Saiyan,42.42,56,0,krillin
PT-0475,82,200.6,358,Saiyan,59.72,109,104,frieza
PT-0476,63,134.3,730,Human,38.08,104,94,vegeta
PT-0477,91,315.4,222,Majin,58.57,109,84,zarbon
PT-0478,47,93.8,167,Saiyan,29.62,79,0,cooler
PT-0479,70,217.8,429,Saiyan,68.79,101,77,gohan (kid)
PT-0480,122,390.0,192,Saiyan,72.83,133,87,frieza
PT-0481,74,175.9,1225,Saiyan,48.44,59,149,android 16
PT-0482,99,206.9,197,Saiyan,57.26,75,114,tien
PT-0483,72,209.1,264,Frieza,44.37,83,49,nappa
PT-0484,82,172.1,632,Saiyan,46.71,91,5,tien
PT-0485,69,198.7,347,Saiyan,41.29,102,102,krillin
PT-0486,67,162.5,198,Namekian,60.23,128,105,krillin
PT-0487,54,157.0,1676,Human,37.18,87,59,cooler
PT-0488,79,201.7,270,Saiyan,34.56,61,109,tien
PT-0489,53,154.4,5163,Human,31.87,0,53,turles
PT-0490,83,240.4,435,Frieza,60.62,66,131,majin buu
PT-0491,92,259.1,755,Saiyan,54.78,50,134,krillin
PT-0492,77,253.4,650,Saiyan,49.73,62,18,frieza
PT-0493,64,119.1,300,Namekian,54.96,91,19,krillin
PT-0494,79,281.9,405,Majin,45.38,97,167,tien
PT-0495,64,159.9,430,Frieza,50.66,156,112,hit
PT-0496,89,289.8,772,Saiyan,50.26,121,42,dodoria
PT-0497,33,80.6,244,Frieza,37.81,133,0,krillin
PT-0498,63,222.3,1654,Saiyan,42.07,109,82,turles
PT-0499,30,77.9,312,Majin,30.07,97,5,whis
PT-0500,40,104.0,490,Namekian,42.56,48,45,frieza
PT-0501,97,191.4,246,Saiyan,64.78,65,96,cell
PT-0502,88,182.1,226,Saiyan,53.88,82,88,hercule
PT-0503,56,120.4,292,Human,38.63,74,114,lord slug
PT-0504,40,88.7,275,Namekian,48.79,37,131,dodoria
PT-0505,11,22.0,384,Saiyan,29.11,0,19,gotenks
PT-0506,59,208.3,274,Namekian,40.47,94,26,captain ginyu
PT-0507,118,242.7,748,Saiyan,61.98,84,128,raditz
PT-0508,79,239.3,308,Saiyan,59.8,32,151,krillin
PT-0509,59,110.7,288,Saiyan,44.52,32,55,nappa
PT-0510,79,255.9,389,Frieza,50.29,84,119,tien
PT-0511,39,132.0,894,Saiyan,36.52,22,24,tien
PT-0512,64,168.7,561,Human,48.3,72,76,dodoria
PT-0513,72,221.2,464,Saiyan,48.35,112,34,jaco
PT-0514,68,229.0,209,Frieza,56.83,107,78,tien
PT-0515,86,285.3,248,Majin,64.47,72,86,gohan (kid)
PT-0516,77,174.3,229,Saiyan,55.06,39,108,gotenks
PT-0517,83,205.4,1079,Saiyan,64.2,73,159,vegeta
PT-0518,56,197.1,677,Saiyan,42.47,101,54,majin buu
PT-0519,88,207.8,294,Saiyan,60.72,136,12,frieza
PT-0520,103,320.0,351,Majin,69.24,127,94,cooler
PT-0521,51,103.2,300,Human,48.55,119,78,yamcha
PT-0522,52,183.8,290,Saiyan,48.13,141,74,nappa
PT-0523,97,174.3,649,Majin,63.85,88,92,android 18
PT-0524,66,109.6,415,Human,62.06,142,136,krillin
PT-0525,98,337.7,1718,Saiyan,54.88,98,104,piccolo
PT-0526,61,202.5,1043,Saiyan,43.16,120,69,vegeta
PT-0527,99,323.0,1081,Saiyan,57.88,138,68,android 16
PT-0528,73,238.4,737,Human,46.26,9,11,captain ginyu
PT-0529,75,180.2,382,Saiyan,34.09,51,96,lord slug
PT-0530,101,213.4,705,Human,71.4,62,111,lord slug
PT-0531,63,105.3,400,Saiyan,36.99,9,32,krillin
PT-0532,51,141.2,1311,Human,41.76,106,64,beerus
PT-0533,61,137.7,628,Saiyan,33.03,162,67,gotenks
PT-0534,79,280.9,577,Human,56.57,83,60,gohan (kid)
PT-0535,39,54.7,532,Saiyan,29.32,95,26,dodoria
PT-0536,83,159.6,1400,Saiyan,44.11,156,104,gohan (kid)
PT-0537,59,118.8,208,Saiyan,45.15,86,62,beerus
PT-0538,93,158.0,1485,Human,51.59,103,71,vegeta
PT-0539,22,53.0,441,Majin,24.21,38,11,vegeta
PT-0540,54,154.0,212,Saiyan,42.97,95,63,whis
PT-0541,36,116.5,314,Majin,40.8,94,92,cooler
PT-0542,53,166.6,183,Human,34.65,91,75,yamcha
PT-0543,75,256.7,729,Human,42.07,107,73,android 18
PT-0544,66,182.3,264,Human,46.59,81,89,hercule
PT-0545,65,190.2,545,Saiyan,50.31,18,130,nappa
PT-0546,67,134.4,973,Majin,58.5,120,97,captain ginyu
PT-0547,74,108.6,329,Majin,41.03,38,92,android 18
PT-0548,50,94.0,420,Majin,37.46,95,91,captain ginyu
PT-0549,84,287.3,225,Saiyan,63.01,127,82,nenhum
PT-0550,83,196.1,390,Human,68.98,51,95,captain ginyu
PT-0551,78,152.1,2309,Saiyan,43.26,68,65,android 18
PT-0552,81,190.8,786,Human,46.49,180,25,hercule
PT-0553,76,237.8,420,Saiyan,53.45,88,97,yamcha
PT-0554,111,305.0,341,Saiyan,59.78,70,122,krillin
PT-0555,68,173.1,480,Human,41.13,116,66,gohan (future)
PT-0556,64,235.2,533,Namekian,47.56,50,116,lord slug
PT-0557,55,166.4,383,Saiyan,54.4,0,40,vegeta
PT-0558,49,128.1,677,Human,29.12,90,0,krillin
PT-0559,45,83.6,278,Human,49.99,29,34,piccolo
PT-0560,52,88.6,277,Frieza,36.2,84,5,krillin
PT-0561,69,225.2,615,Human,50.37,53,92,vegeta
PT-0562,77,196.2,244,Saiyan,63.53,120,54,frieza
PT-0563,71,180.7,763,Saiyan,51.0,94,119,yamcha
PT-0564,55,141.0,489,Human,39.62,0,107,android 18
PT-0565,88,126.5,165,Saiyan,60.95,116,55,goku
PT-0566,85,266.6,526,Frieza,52.61,86,57,bojack
PT-0567,67,131.3,179,Frieza,50.97,140,98,gotenks
PT-0568,57,147.6,747,Frieza,41.16,91,109,zarbon
PT-0569,81,207.5,424,Saiyan,59.29,125,6,frieza
PT-0570,74,165.0,1496,Majin,38.45,61,93,captain ginyu
PT-0571,41,70.7,937,Human,28.29,31,0,yamcha
PT-0572,69,249.5,261,Saiyan,36.33,84,56,turles
PT-0573,75,157.7,147,Saiyan,49.55,76,126,android 16
PT-0574,52,105.1,313,Saiyan,28.56,125,187,android 18
PT-0575,74,264.9,237,Saiyan,44.07,83,72,raditz
PT-0576,41,101.6,1474,Frieza,27.54,14,9,yamcha
PT-0577,97,223.5,490,Namekian,70.64,74,77,broly
PT-0578,95,204.0,863,Saiyan,50.07,145,99,piccolo
PT-0579,65,200.8,415,Human,35.71,75,49,tien
PT-0580,77,162.9,442,Saiyan,52.79,83,47,android 18
PT-0581,22,32.5,483,Saiyan,42.29,90,28,cell
PT-0582,47,105.5,957,Saiyan,37.87,31,79,yamcha
PT-0583,64,112.2,594,Human,45.29,0,68,piccolo
PT-0584,49,94.3,261,Human,49.93,35,29,hercule
PT-0585,84,146.1,1304,Namekian,60.63,107,62,pan
PT-0586,110,197.8,413,Namekian,67.4,108,90,dodoria
PT-0587,46,78.5,375,Saiyan,33.74,4,22,hercule
PT-0588,53,150.9,90,Majin,44.85,113,39,nappa
PT-0589,75,103.9,721,Saiyan,39.11,97,108,cell
PT-0590,102,183.1,524,Saiyan,55.81,127,92,frieza
PT-0591,46,158.8,523,Human,49.85,84,0,gotenks
PT-0592,75,249.3,387,Saiyan,60.42,38,123,hercule
PT-0593,106,319.0,349,Saiyan,65.9,127,121,gohan (kid)
PT-0594,37,84.6,395,Saiyan,20.0,96,1,yamcha
PT-0595,44,119.0,651,Saiyan,27.93,111,46,gohan (adult) and videl
PT-0596,62,128.3,723,Frieza,39.36,108,42,krillin
PT-0597,60,108.6,429,Saiyan,42.63,99,99,android 16
PT-0598,86,210.8,871,Human,44.4,29,75,dodoria
PT-0599,75,212.7,470,Frieza,48.03,89,80,tien
PT-0600,35,83.3,364,Human,48.14,20,47,cell
PT-0601,80,236.8,555,Saiyan,55.21,145,27,dodoria
PT-0602,58,86.2,218,Frieza,44.95,122,127,turles
PT-0603,95,203.9,567,Saiyan,49.86,68,123,piccolo
PT-0604,57,171.0,195,Saiyan,29.69,74,40,krillin
PT-0605,57,202.9,266,Human,32.97,86,78,yamcha
PT-0606,81,197.2,147,Saiyan,38.96,131,126,gohan (kid)
PT-0607,85,202.9,444,Majin,54.6,31,92,android 16
PT-0608,79,183.6,1294,Saiyan,54.67,5,148,nappa
PT-0609,36,40.3,459,Human,26.68,60,172,yamcha
PT-0610,81,223.9,725,Majin,53.58,0,82,bardock
PT-0611,49,86.7,2021,Frieza,51.35,76,41,tien
PT-0612,75,171.6,628,Saiyan,65.66,114,43,nappa
PT-0613,42,80.5,311,Saiyan,42.96,113,0,broly
PT-0614,79,157.4,338,Frieza,50.2,68,135,android 16
PT-0615,54,101.4,493,Human,47.5,80,54,nappa
PT-0616,44,112.4,337,Saiyan,48.41,91,96,gohan (future)
PT-0617,84,279.5,353,Saiyan,37.54,50,132,captain ginyu
PT-0618,75,204.2,890,Majin,61.86,127,39,krillin
PT-0619,58,130.8,912,Human,38.84,87,33,krillin
PT-0620,99,181.5,183,Human,55.32,85,169,jaco
PT-0621,61,122.2,302,Namekian,41.56,84,70,gohan (kid)
PT-0622,71,105.2,373,Saiyan,50.96,81,53,gohan (adult) and videl
PT-0623,75,194.0,706,Saiyan,41.11,121,41,krillin
PT-0624,58,157.9,978,Human,40.92,62,65,yamcha
PT-0625,79,181.6,2493,Namekian,55.8,102,146,turles
PT-0626,59,121.9,373,Saiyan,45.35,52,99,bojack
PT-0627,62,89.0,384,Human,47.85,42,81,krillin
PT-0628,97,151.3,701,Saiyan,56.21,114,161,piccolo
PT-0629,49,125.1,327,Saiyan,45.15,33,120,lord slug
PT-0630,22,68.3,453,Frieza,37.25,80,59,captain ginyu
PT-0631,102,196.0,384,Saiyan,68.77,135,200,vegeta
PT-0632,121,317.9,102,Saiyan,71.82,96,105,piccolo
PT-0633,62,177.7,531,Majin,52.31,88,117,jaco
PT-0634,31,24.2,442,Saiyan,39.37,24,36,piccolo
PT-0635,64,122.5,1057,Saiyan,67.01,17,111,raditz
PT-0636,64,131.6,494,Majin,55.34,57,65,nappa
PT-0637,66,206.4,232,Saiyan,45.69,81,95,yamcha
PT-0638,48,123.0,422,Human,31.91,89,159,frieza
PT-0639,82,261.0,141,Saiyan,50.71,102,125,nappa
PT-0640,80,243.7,238,Saiyan,49.35,130,105,cooler
PT-0641,40,115.1,721,Human,40.09,23,27,vegeta
PT-0642,84,274.1,425,Saiyan,48.0,82,96,yamcha
PT-0643,111,323.4,857,Namekian,73.94,185,67,broly
PT-0644,73,252.7,151,Frieza,38.08,11,117,captain ginyu
PT-0645,63,221.7,426,Namekian,32.14,62,109,nappa
PT-0646,67,181.1,370,Saiyan,45.72,41,70,krillin
PT-0647,82,247.6,874,Saiyan,46.06,88,154,cooler
PT-0648,35,116.8,738,Namekian,23.93,41,115,hercule
PT-0649,73,187.7,724,Human,44.1,112,87,android 16
PT-0650,62,145.8,1242,Majin,38.71,90,96,hercule
PT-0651,107,246.7,395,Namekian,62.88,63,81,yamcha
PT-0652,67,221.9,1098,Saiyan,41.84,60,66,gohan (future)
PT-0653,103,214.1,263,Saiyan,56.89,112,59,piccolo
PT-0654,48,144.0,258,Human,39.16,98,44,raditz
PT-0655,82,256.5,774,Human,60.91,193,83,captain ginyu
PT-0656,76,266.4,200,Saiyan,62.17,119,17,krillin
PT-0657,53,103.8,695,Human,42.38,32,90,zarbon
PT-0658,74,210.5,524,Majin,51.4,85,123,piccolo
PT-0659,94,296.0,937,Saiyan,56.13,112,95,majin buu
PT-0660,64,220.1,475,Saiyan,49.45,60,0,majin buu
PT-0661,36,109.6,510,Majin,37.52,78,45,android 18
PT-0662,70,185.9,669,Majin,58.61,0,23,zarbon
PT-0663,52,144.0,331,Frieza,25.69,94,42,gohan (kid)
PT-0664,63,141.4,323,Saiyan,43.32,61,132,gotenks
PT-0665,68,246.4,655,Namekian,49.91,80,0,captain ginyu
PT-0666,36,90.6,484,Majin,34.19,117,23,captain ginyu
PT-0667,38,102.9,386,Majin,27.69,10,90,yamcha
PT-0668,80,239.5,469,Saiyan,41.61,105,58,piccolo
PT-0669,60,139.4,1283,Saiyan,50.45,110,41,nappa
PT-0670,19,34.4,378,Human,21.54,52,125,cell
PT-0671,86,146.4,371,Saiyan,40.36,34,105,gotenks
PT-0672,75,260.0,177,Saiyan,56.85,144,120,bojack
PT-0673,56,154.5,480,Frieza,46.07,66,89,zarbon
PT-0674,44,69.3,731,Saiyan,36.67,44,67,zarbon
PT-0675,87,264.9,814,Frieza,47.48,87,141,majin buu
PT-0676,77,157.4,526,Human,49.89,76,160,nappa
PT-0677,118,394.6,874,Namekian,76.92,77,45,frieza
PT-0678,78,145.1,764,Saiyan,38.28,99,83,android 16
PT-0679,78,146.1,961,Human,38.69,69,83,raditz
PT-0680,67,111.0,889,Human,41.78,110,60,gohan (kid)
PT-0681,86,226.3,1264,Frieza,54.19,120,129,nappa
PT-0682,83,189.9,445,Saiyan,49.23,161,98,cooler
PT-0683,95,247.8,222,Saiyan,63.14,98,174,gohan (kid)
PT-0684,60,129.5,734,Frieza,52.71,46,116,piccolo
PT-0685,61,132.5,787,Saiyan,46.63,20,127,yamcha
PT-0686,60,122.4,1264,Human,48.48,166,24,gohan (adult) and videl
PT-0687,86,202.1,1063,Saiyan,56.58,125,58,broly
PT-0688,100,344.3,1583,Saiyan,60.08,82,71,beerus
PT-0689,61,112.9,715,Human,34.05,147,126,gohan (adult) and videl
PT-0690,62,215.0,565,Human,36.58,134,35,yamcha
PT-0691,76,180.3,215,Human,39.59,37,46,tien
PT-0692,65,100.1,593,Human,44.81,52,31,captain ginyu
PT-0693,89,175.7,354,Majin,57.46,96,200,captain ginyu
PT-0694,25,24.1,559,Frieza,20.0,7,42,lord slug
PT-0695,53,184.5,509,Saiyan,41.78,69,88,raditz
PT-0696,54,142.2,654,Saiyan,34.6,102,22,pan
PT-0697,24,41.6,465,Saiyan,21.05,0,85,gohan (kid)
PT-0698,51,142.3,864,Majin,35.4,83,0,cooler
PT-0699,52,151.2,96,Saiyan,31.84,118,27,turles
PT-0700,66,219.3,552,Human,51.25,99,47,captain ginyu
PT-0701,92,306.9,1014,Saiyan,55.46,101,103,majin buu
PT-0702,65,176.2,1513,Human,52.52,55,44,majin buu
PT-0703,49,158.7,764,Namekian,36.05,102,125,hercule
PT-0704,69,207.5,1354,Human,44.35,38,98,gohan (adult) and videl
PT-0705,91,219.1,545,Human,71.39,113,66,vegeta
PT-0706,50,125.4,494,Saiyan,27.02,71,105,nappa
PT-0707,52,87.3,677,Human,51.08,117,51,gohan (adult) and videl
PT-0708,81,241.6,492,Saiyan,65.64,71,63,cooler
PT-0709,66,221.1,308,Namekian,52.53,63,112,cooler
PT-0710,83,141.6,362,Saiyan,50.56,47,0,zarbon
PT-0711,70,233.3,253,Saiyan,59.42,103,108,piccolo
PT-0712,84,293.3,677,Saiyan,51.03,80,60,dodoria
PT-0713,49,104.0,496,Human,33.95,35,36,gohan (future)
PT-0714,70,174.9,397,Frieza,44.89,55,157,gohan (kid)
PT-0715,66,213.0,351,Saiyan,41.84,104,55,gohan (kid)
PT-0716,46,141.7,667,Saiyan,30.83,23,100,yamcha
PT-0717,39,59.6,787,Saiyan,44.48,21,68,dodoria
PT-0718,84,184.9,250,Frieza,47.41,133,104,gohan (kid)
PT-0719,63,170.7,228,Namekian,44.96,74,64,cell
PT-0720,50,98.6,874,Saiyan,28.45,108,53,yamcha
PT-0721,68,131.7,216,Human,47.45,70,139,raditz
PT-0722,93,118.9,684,Majin,47.95,104,132,tien
PT-0723,24,55.7,1300,Majin,20.16,55,27,krillin
PT-0724,40,97.9,1302,Human,35.13,117,16,gohan (adult) and videl
PT-0725,52,133.4,767,Majin,49.26,124,43,beerus
PT-0726,99,260.6,754,Human,63.12,155,139,majin buu
PT-0727,76,238.7,1903,Saiyan,54.47,66,130,turles
PT-0728,85,218.7,121,Saiyan,52.96,59,112,tien
PT-0729,47,90.2,373,Saiyan,36.11,98,0,beerus
PT-0730,48,70.3,820,Saiyan,45.53,123,94,dodoria
PT-0731,79,167.2,402,Saiyan,47.09,140,137,majin buu
PT-0732,71,123.7,1037,Namekian,55.08,87,87,android 18
PT-0733,81,179.9,481,Namekian,62.29,124,166,nappa
PT-0734,66,138.3,533,Saiyan,39.67,113,23,raditz
PT-0735,76,97.3,418,Saiyan,44.84,97,111,yamcha
PT-0736,73,205.3,360,Human,44.83,96,40,zarbon
PT-0737,86,226.5,355,Human,42.66,103,133,dodoria
PT-0738,86,286.0,580,Saiyan,50.64,67,115,bardock
PT-0739,38,111.4,310,Majin,45.61,33,129,krillin
PT-0740,25,78.1,873,Saiyan,21.64,22,67,cooler
PT-0741,90,158.1,729,Saiyan,66.6,38,77,captain ginyu
PT-0742,94,233.4,953,Majin,54.13,111,76,krillin
PT-0743,50,78.6,250,Human,56.91,68,55,nappa
PT-0744,33,85.7,178,Saiyan,27.75,87,33,zarbon
PT-0745,72,146.4,492,Human,47.65,138,134,dodoria
PT-0746,89,185.0,2805,Frieza,48.32,154,143,raditz
PT-0747,106,248.2,1053,Saiyan,56.9,172,44,krillin
PT-0748,80,220.1,353,Human,62.71,64,88,gohan (kid)
PT-0749,63,198.4,636,Saiyan,49.0,23,77,gotenks
PT-0750,52,152.0,762,Human,49.03,109,35,gohan (adult) and videl
PT-0751,70,201.1,217,Saiyan,37.48,141,97,piccolo
PT-0752,64,191.5,1121,Saiyan,50.84,143,133,android 18
PT-0753,50,86.8,446,Saiyan,32.23,89,101,whis
PT-0754,111,304.2,467,Majin,53.7,39,162,piccolo
PT-0755,106,253.8,500,Saiyan,64.31,129,75,yamcha
PT-0756,93,183.9,979,Namekian,59.03,127,97,krillin
PT-0757,52,108.1,313,Saiyan,41.23,122,36,piccolo
PT-0758,87,267.5,177,Namekian,60.54,157,100,gohan (adult) and videl
PT-0759,83,240.4,598,Human,60.19,133,101,gohan (adult) and videl
PT-0760,79,177.4,145,Saiyan,63.36,70,124,frieza
PT-0761,95,282.9,411,Majin,48.48,65,149,nappa
PT-0762,83,220.5,1004,Majin,65.22,118,116,gohan (adult) and videl
PT-0763,85,203.7,697,Human,69.06,66,55,piccolo
PT-0764,83,179.3,921,Saiyan,50.27,155,34,yamcha
PT-0765,77,164.8,715,Human,37.45,23,105,tien
PT-0766,34,107.0,2093,Human,22.53,80,114,turles
PT-0767,72,106.3,346,Saiyan,45.11,100,79,lord slug
PT-0768,59,166.0,626,Majin,59.71,69,10,android 18
PT-0769,44,86.6,379,Saiyan,37.74,28,144,lord slug
PT-0770,104,291.0,875,Human,56.66,31,122,yamcha
PT-0771,105,287.6,475,Human,56.52,93,110,vegeta
PT-0772,97,286.4,1382,Frieza,48.22,87,51,gohan (adult) and videl
PT-0773,75,191.9,358,Saiyan,57.0,134,83,whis
PT-0774,97,357.6,1146,Saiyan,58.06,76,125,captain ginyu
PT-0775,70,156.3,703,Saiyan,64.8,104,99,yamcha
PT-0776,74,243.6,483,Human,54.63,38,55,bardock
PT-0777,48,124.5,682,Saiyan,45.84,88,61,vegeta
PT-0778,78,153.8,576,Saiyan,49.26,3,60,nappa
PT-0779,71,139.4,610,Saiyan,39.67,171,146,yamcha
PT-0780,44,98.2,435,Namekian,30.61,60,97,krillin
PT-0781,69,153.8,323,Saiyan,36.65,0,57,cooler
PT-0782,68,174.4,403,Human,54.48,56,31,android 18
PT-0783,106,259.7,179,Saiyan,59.32,80,115,raditz
PT-0784,88,232.2,817,Saiyan,62.82,74,72,yamcha
PT-0785,70,138.5,235,Saiyan,49.09,71,62,captain ginyu
PT-0786,75,221.4,432,Saiyan,47.66,63,37,zarbon
PT-0787,71,153.8,727,Human,39.04,54,39,gohan (kid)
PT-0788,66,175.0,815,Saiyan,48.81,36,83,piccolo
PT-0789,48,73.3,170,Saiyan,37.45,101,53,turles
PT-0790,67,167.2,466,Saiyan,54.02,132,177,hit
PT-0791,55,56.9,649,Saiyan,36.28,64,92,nappa
PT-0792,45,127.6,508,Saiyan,42.93,65,15,cell
PT-0793,80,197.7,1104,Saiyan,65.13,49,25,turles
PT-0794,78,281.9,301,Saiyan,53.38,95,101,krillin
PT-0795,34,64.3,144,Human,39.88,66,38,whis
PT-0796,68,157.7,801,Frieza,51.78,76,131,captain ginyu
PT-0797,90,188.2,357,Human,71.18,118,104,frieza
PT-0798,91,214.6,172,Saiyan,59.37,115,14,frieza
PT-0799,91,238.2,448,Frieza,62.0,61,53,raditz
PT-0800,71,155.9,1031,Frieza,48.11,135,53,hercule
PT-0801,53,128.6,231,Human,35.0,64,85,lord slug
PT-0802,48,56.8,2001,Saiyan,29.53,135,21,tien
PT-0803,77,147.7,298,Majin,60.94,108,90,frieza
PT-0804,78,271.3,519,Frieza,43.13,171,31,goku
PT-0805,96,218.2,237,Majin,64.37,154,97,broly
PT-0806,92,117.8,505,Human,60.13,113,109,android 18
PT-0807,67,237.1,455,Human,54.14,55,135,piccolo
PT-0808,45,79.4,202,Frieza,33.88,38,71,nappa
PT-0809,64,176.4,2685,Saiyan,39.27,103,42,yamcha
PT-0810,74,232.3,366,Saiyan,52.63,95,142,gohan (adult) and videl
PT-0811,66,210.8,366,Namekian,44.06,59,69,hercule
PT-0812,58,154.6,881,Saiyan,33.35,110,102,whis
PT-0813,75,161.5,1463,Saiyan,65.51,92,58,tien
PT-0814,60,229.0,969,Saiyan,37.67,112,76,gohan (future)
PT-0815,57,78.3,240,Saiyan,34.85,37,38,gohan (future)
PT-0816,76,286.2,560,Saiyan,48.46,131,96,android 16
PT-0817,62,206.2,159,Human,54.82,100,106,broly
PT-0818,75,256.8,846,Saiyan,32.67,138,63,zarbon
PT-0819,75,146.1,185,Human,59.36,129,60,gohan (kid)
PT-0820,47,93.8,304,Saiyan,31.51,64,77,yamcha
PT-0821,60,169.4,492,Frieza,46.12,71,39,krillin
PT-0822,99,245.1,644,Human,54.19,181,39,krillin
PT-0823,47,130.1,421,Frieza,54.74,56,77,cell
PT-0824,28,91.6,1226,Saiyan,32.2,82,45,nappa
PT-0825,33,78.5,760,Saiyan,27.54,41,48,krillin
PT-0826,71,159.7,725,Majin,45.99,12,101,tien
PT-0827,71,162.3,236,Namekian,49.12,38,106,android 16
PT-0828,68,127.5,1366,Saiyan,48.62,101,71,pan
PT-0829,94,170.3,304,Human,61.11,133,51,vegeta
PT-0830,17,12.2,1398,Human,26.79,60,16,hercule
PT-0831,78,269.4,1658,Saiyan,40.18,138,108,gohan (future)
PT-0832,101,317.1,670,Human,57.68,126,106,cell
PT-0833,47,133.6,915,Saiyan,43.65,37,41,lord slug
PT-0834,62,133.6,77,Saiyan,39.44,103,42,android 18
PT-0835,55,151.5,438,Namekian,47.38,81,93,bardock
PT-0836,52,183.3,955,Human,41.05,49,58,gohan (kid)
PT-0837,63,200.2,858,Majin,43.46,99,104,hercule
PT-0838,99,247.3,237,Majin,69.15,112,134,zarbon
PT-0839,107,364.0,413,Frieza,48.89,91,92,yamcha
PT-0840,63,158.2,108,Saiyan,39.8,73,112,lord slug
PT-0841,108,291.0,631,Saiyan,73.06,173,111,gotenks
PT-0842,71,208.4,159,Saiyan,63.04,142,90,turles
PT-0843,105,246.4,971,Human,80.29,122,16,whis
PT-0844,68,186.9,1002,Human,47.6,87,39,majin buu
PT-0845,73,154.5,371,Majin,52.86,31,44,captain ginyu
PT-0846,77,191.4,674,Saiyan,57.34,160,71,pan
PT-0847,134,329.5,433,Saiyan,83.8,179,128,piccolo
PT-0848,87,261.7,570,Namekian,57.3,130,97,tien
PT-0849,56,120.7,248,Namekian,49.81,0,81,zarbon
PT-0850,89,170.9,716,Saiyan,59.28,103,65,cooler
PT-0851,63,185.2,184,Human,49.38,75,102,android 16
PT-0852,60,154.9,164,Human,36.65,105,144,gohan (adult) and videl
PT-0853,88,311.8,458,Majin,52.57,82,77,krillin
PT-0854,71,135.5,434,Saiyan,44.22,78,53,gohan (adult) and videl
PT-0855,76,181.8,580,Human,40.89,116,56,cooler
PT-0856,70,203.2,334,Saiyan,34.79,55,82,goku
PT-0857,77,237.6,1528,Saiyan,47.41,69,63,nappa
PT-0858,78,122.1,543,Majin,49.09,100,15,android 18
PT-0859,31,76.5,567,Saiyan,33.24,108,0,majin buu
PT-0860,83,203.0,555,Saiyan,57.65,129,129,captain ginyu
PT-0861,50,111.8,899,Saiyan,41.5,113,116,yamcha
PT-0862,41,94.0,696,Saiyan,34.34,65,123,krillin
PT-0863,69,119.6,642,Majin,40.28,145,87,tien
PT-0864,72,174.0,766,Saiyan,55.82,18,41,dodoria
PT-0865,56,118.9,165,Majin,41.59,156,52,android 18
PT-0866,87,179.3,169,Namekian,51.33,186,31,frieza
PT-0867,43,121.3,471,Saiyan,35.71,83,0,lord slug
PT-0868,62,183.5,438,Majin,38.94,113,84,krillin
PT-0869,58,92.6,698,Saiyan,38.95,75,92,yamcha
PT-0870,69,119.3,499,Saiyan,43.1,77,157,majin buu
PT-0871,76,118.7,699,Saiyan,48.1,66,80,hercule
PT-0872,50,116.9,233,Saiyan,45.25,68,11,cell
PT-0873,84,221.0,490,Saiyan,56.86,119,84,majin buu
PT-0874,71,147.5,220,Saiyan,60.77,104,68,goku
PT-0875,32,102.6,621,Namekian,42.49,135,33,jaco
PT-0876,31,68.7,160,Human,48.05,59,65,android 18
PT-0877,70,127.8,607,Frieza,52.47,26,30,nappa
